Valor;Dt_Vcto;Dt_Pgto;Observação;Local_Pgto;ND;MES_ANO;SOMA?;Sequencial
95,47;22/02/2023;22/02/2023;Sabesp - R4-CS52 - 0182247090 - Debitou do Inter;INT;036;202302;VERDADEIRO;2348
1613,01;28/02/2023;28/02/2023;Seguro cota única - Apolice: 05.31.29882324 - Vigência: 25/02/2023 à 25/02/2024;BRA;102;202302;VERDADEIRO;2349
303,43;17/02/2023;22/02/2023;IRRF APURACAO 31/01/2023 - PG ATRASO;INT;125;202302;FALSO;2350
540,77;17/02/2023;22/02/2023;COMPETENCIA: 01/2023 - PG atraso;INT;121;202302;FALSO;2351
162,75;20/02/2023;22/02/2023;HONORARIOS CONTADOR - COMPETENCIA JANEIRO/2023 - VEIO COM REAJUSTE DE 7,07%;INT;122;202302;FALSO;2352
1251;28/02/2023;22/02/2023;Mensalidade 2/12 e Matricula 2/5 -> 1.112,00 + 139,00 = 1.251,00;INT;142;202302;VERDADEIRO;2353
458,21;15/04/2023;10/04/2023;Condomínio + Sabesp - APARTAMENTO -  PAGO;INT;049;202304;VERDADEIRO;2401
465,16;15/04/2023;15/04/2023;Pago Itamar;INT;092;202304;VERDADEIRO;2402
936,45;20/04/2023;15/04/2023;FEDERAL    - PERIODO DE APURAÇÃO: Marco/2023 - PIX;INT;124;202304;FALSO;2403
1251;30/04/2023;15/04/2023;Mensalidade 4/12 e Matricula 4/5 -> 1.112,00 + 139,00 = 1.251,00;INT;142;202304;VERDADEIRO;2404
-650;17/04/2023;22/04/2023;33º Aluguel - Pix Inter 1.250,00;Int;129;202304;VERDADEIRO;2405
-500;17/04/2023;22/04/2023;24º Aluguel - Pix Inter 1.250,00;Int;137;202304;VERDADEIRO;2406
-100;18/04/2023;22/04/2023;14º Aluguel - Pix Inter 1.250,00;Int;139;202304;VERDADEIRO;2407
-1300;20/04/2023;20/04/2023;Pix R$ 1.360,00 = 1300+60,00;BRA;135;202304;VERDADEIRO;2408
-60;15/04/2023;20/04/2023;Pix R$ 1.360,00 = 1300+60,00;BRA;098;202304;VERDADEIRO;2409
850;15/04/2023;15/04/2023;INSTALACAO SNORKEL;BRA;136;202304;FALSO;2410
0;20/06/2023;20/06/2023;competência 05/2023  - UNIFICOU A PARTIR DESTE MÊS;INT;125;202306;FALSO;2471
-650;17/05/2023;21/06/2023;34º Aluguel - Pix Inter 900,00  - Atrasado;Int;129;202305;VERDADEIRO;2472
-250;17/05/2023;22/06/2023;25º Aluguel - Pix Inter 900,00  - Atrasado;Int;137;202305;VERDADEIRO;2474
83,36;23/06/2023;23/06/2023;Sabesp - R4-CS52 - 0182247090 - Debitou do Inter;INT;036;202306;VERDADEIRO;2476
1210;05/07/2023;26/06/2023;Pago no Inter;INT;138;202307;VERDADEIRO;2477
1112;30/06/2023;26/06/2023;Mensalidade 6/12;INT;142;202306;VERDADEIRO;2478
89,9;10/07/2023;26/06/2023;PAGO - INTER;INT;132;202307;VERDADEIRO;2479
4238,85;05/07/2023;26/06/2023;Fatura mês - Antecipacao;INT;042;202307;VERDADEIRO;2480
79,32;13/07/2023;26/06/2023;Paguei Antecipado;INT;045;202307;FALSO;2481
102,69;23/06/2023;20/07/2023;Johana pagou;INT;073;202306;FALSO;2482
25,96;23/06/2023;23/06/2023;Não atingiu o mínimo;INT;071;202306;FALSO;2483
72,05;03/07/2023;03/07/2023;Debitou Inter;INT;046;202307;VERDADEIRO;2484
182,3;08/11/2023;08/11/2023;ACORDO 0000007779531023 = 455,75 - PRC 1/5;INT;072;202311;FALSO;2485
250;05/07/2023;05/07/2023;Perua 7/12 - Karoline - 7.ANO;INT;147;202307;VERDADEIRO;2486
-60;15/06/2023;20/06/2023;Pix R$ 1.360,00 = 1300+60,00;BRA;098;202306;VERDADEIRO;2487
-1300;20/06/2023;20/06/2023;Pix R$ 1.360,00 = 1300+60,00;BRA;135;202306;VERDADEIRO;2488
1432,38;05/07/2023;30/06/2023;Fatura mês;INT;143;202307;VERDADEIRO;2489
413,76;05/07/2023;30/06/2023;Fatura mês / Seguro Xterra - Pago pelo Inter;INT;144;202307;VERDADEIRO;2490
146,54;05/07/2023;09/07/2023;Pago manualmente no INTER;INT;131;202307;VERDADEIRO;2492
385,52;15/07/2023;09/07/2023;Condomínio CASA 52 -  PAGO VIA DDA INTER;INT;038;202307;VERDADEIRO;2493
491,92;15/07/2023;09/07/2023;Condomínio + Sabesp - APARTAMENTO -  PAGO;INT;049;202307;VERDADEIRO;2494
202,11;10/07/2023;10/07/2023;Eletropaulo - R4-CS52 - 100067063086;INT;035;202307;VERDADEIRO;2496
0;;;;;000;0;FALSO;2497
50,11;21/07/2023;21/07/2023;Johana pagou;INT;073;202307;FALSO;2498
78,88;21/07/2023;04/09/2023;Johana não pagou, Itamar Pagou;INT;071;202307;FALSO;2499
500,8;15/07/2023;11/07/2023;Pago Itamar;INT;092;202307;VERDADEIRO;2500
190,235;05/07/2023;16/07/2023;Fatura mês - Paguei com Atraso;INT;042;202307;VERDADEIRO;2501
-1000;10/07/2023;12/07/2023;12º Aluguel + Sabesp - PIX R$ 1.000,00 Abateu despesa com Eletricista;BRA;140;202307;VERDADEIRO;2502
1027,44;20/07/2023;16/07/2023;FEDERAL    - PERIODO DE APURAÇÃO: Junho/2023 - PIX;INT;124;202307;FALSO;2503
825,84;20/07/2023;16/07/2023;competência 06/2023;INT;121;202307;FALSO;2504
162,75;20/07/2023;16/07/2023;HONORARIOS CONTADOR - COMPETENCIA JUNHO/2023;INT;122;202307;FALSO;2505
0;20/07/2023;20/07/2023;Unificado;INT;125;202307;FALSO;2506
0;17/06/2023;17/06/2023;35º Aluguel - Controle no Excel;Int;129;202306;VERDADEIRO;2507
0;17/07/2023;17/07/2023;36º Aluguel - Controle no Excel;Int;129;202307;VERDADEIRO;2508
-70;15/07/2023;20/07/2023;Pix R$ 1.370,00 = 1300+70,00;BRA;098;202307;VERDADEIRO;2510
-1300;20/07/2023;15/07/2023;Pix R$ 1.370,00 = 1300+70,00;BRA;135;202307;VERDADEIRO;2511
1112;31/07/2023;24/07/2023;Mensalidade 7/12;INT;142;202307;VERDADEIRO;2512
3513,52;05/08/2023;24/07/2023;Fatura mês - Antecipacao;INT;042;202308;VERDADEIRO;2513
229,77;31/07/2023;29/07/2023;Agendei no Inter - Divida ativa - Motivo: Emissao de RPS fora do prazo, conforme email da Thais Bersi;INT;123;202307;FALSO;2514
155,54;26/07/2023;27/07/2023;HONORARIOS CONTADOR - SERVICO EXTRA: GPS no valor de R$ 511,50 referente a 09/2021 que no processo de digitação e ao invés de 09/2021 foi informado 09/2001;INT;122;202307;FALSO;2515
413,76;05/08/2023;01/08/2023;Fatura mês / Seguro Xterra - Agendado Inter;INT;144;202308;VERDADEIRO;2517
250;05/08/2023;29/07/2023;Perua 8/12 - Karoline - 7.ANO;INT;147;202308;VERDADEIRO;2518
1210;05/08/2023;02/08/2023;Pago no Inter;INT;138;202308;VERDADEIRO;2519
30,88;05/08/2023;01/08/2023;Fatura mês - Fat mês - Agendei Inter;INT;042;202308;VERDADEIRO;2520
0;17/12/2023;17/12/2023;41º Aluguel - Controle no Excel;Int;129;202312;VERDADEIRO;2665
39,97;13/12/2023;13/12/2023;Não atingiu o mínimo;INT;045;202312;FALSO;2667
123,75;20/12/2023;15/02/2024;Johana pagou;INT;073;202312;FALSO;2668
28,12;20/12/2023;20/12/2023;Não atingiu o mínimo;INT;071;202312;FALSO;2669
105,95;26/12/2023;26/12/2023;Sabesp - R4-CS52 - 0182247090 - Debitou do Inter;INT;036;202312;VERDADEIRO;2670
89,9;10/01/2024;02/01/2023;PAGO - INTER;INT;132;202401;VERDADEIRO;2671
1089;05/01/2024;26/12/2023;Pago Bradesco;INT;138;202401;VERDADEIRO;2672
1112;29/12/2023;19/12/2023;Mensalidade 12/12 - Agendado Inter;INT;142;202312;VERDADEIRO;2673
1022,59;20/12/2023;17/12/2023;FEDERAL    - PERIODO DE APURAÇÃO: Novembro/2023 - PIX;INT;124;202312;FALSO;2674
244,13;20/12/2023;17/12/2023;HONORARIOS CONTADOR - COMPETENCIA NOVEMBRO/2023 + ADICIONAL 81,38;INT;122;202312;FALSO;2675
-70;15/12/2023;15/12/2023;Pix R$ 1.370,00 = 1300+70,00;BRA;098;202312;VERDADEIRO;2676
0;;;Pix R$ 1.370,00 = 1300+70,00;;000;0;FALSO;2677
-1300;15/12/2023;20/12/2023;Pix R$ 1.370,00 = 1300+70,00;BRA;135;202312;VERDADEIRO;2678
73;01/01/2024;11/01/2024;Paguei manualmente no Inter;INT;070;202401;VERDADEIRO;2679
484,76;15/01/2024;10/01/2024;Condomínio + Sabesp - APARTAMENTO -  PAGO;INT;049;202401;VERDADEIRO;2680
403,07;15/01/2024;11/01/2024;Condomínio CASA 52 -  PAGO VIA DDA INTER;INT;038;202401;VERDADEIRO;2681
480,21;15/01/2024;11/01/2024;Pago Itamar;INT;092;202401;VERDADEIRO;2682
190,81;09/01/2024;09/01/2024;Eletropaulo - R4-CS52 - 100067063086;INT;035;202401;VERDADEIRO;2683
-1365;10/01/2024;09/01/2024;18º Aluguel + Sabesp;BRA;140;202401;VERDADEIRO;2684
5505,32;05/01/2024;10/01/2024;Fatura mês - Quitação Faturas futuras;INT;042;202401;VERDADEIRO;2685
465,71;05/01/2024;02/01/2024;Fatura mês / Seguro Xterra - Pago pelo Inter;INT;144;202401;VERDADEIRO;2686
1693,25;05/01/2024;02/01/2024;Fatura mês - Debitou XP;XP;143;202401;VERDADEIRO;2687
72,05;01/01/2024;02/01/2024;Debitou Inter;INT;046;202401;VERDADEIRO;2688
1796,29;02/01/2024;02/01/2024;Licenciamento Eletrônico 2024;BRA;102;202401;VERDADEIRO;2689
2998,98;02/01/2024;02/01/2024;Licenciamento Eletrônico 2024;BRA;136;202401;VERDADEIRO;2690
146,54;05/01/2024;11/01/2024;Pago manualmente no INTER;INT;131;202401;VERDADEIRO;2691
744,29;12/01/2024;12/01/2024;IPTU 2024;INT;060;202401;VERDADEIRO;2692
162,75;20/01/2024;12/01/2024;HONORARIOS CONTADOR - COMPETENCIA DEZEMBRO/2023;INT;122;202401;FALSO;2693
94,65;23/01/2024;23/01/2024;Sabesp - R4-CS52 - 0182247090 - Debitou do Inter;INT;036;202401;VERDADEIRO;2694
825,84;20/01/2024;18/01/2024;competência 12/2023;INT;121;202401;FALSO;2695
964,9;20/01/2024;18/01/2024;FEDERAL    - PERIODO DE APURAÇÃO: Dezembro/2023 - PIX;INT;124;202401;FALSO;2696
0;17/01/2024;17/01/2024;43º Aluguel - Controle no Excel;Int;129;202401;VERDADEIRO;2697
1479,36;10/01/2024;17/01/2024;IPTU 2024;INT;047;202401;VERDADEIRO;2698
-70;15/01/2024;22/01/2024;Pix R$ 1.370,00 = 1300+70,00;BRA;098;202401;VERDADEIRO;2699
-1300;15/01/2024;22/01/2024;Pix R$ 1.370,00 = 1300+70,00;BRA;135;202401;VERDADEIRO;2700
72,05;01/02/2024;30/01/2024;Debitou Inter;INT;046;202402;VERDADEIRO;2701
446,72;27/11/2023;27/11/2023;ACORDO 0000007784544223 = 893,44 - PRC 1/3;INT;072;202311;FALSO;2703
223,36;05/01/2024;05/01/2024;ACORDO 0000007784544223 = 893,44 - PRC 2/3;INT;072;202401;FALSO;2704
223,36;05/02/2024;05/02/2024;ACORDO 0000007784544223 = 893,44 - PRC 3/3;INT;072;202402;FALSO;2705
144,68;22/11/2023;22/11/2023;FATURA MÊS - PAGO JOHANA;INT;072;202311;FALSO;2706
152,68;19/12/2023;19/12/2023;FATURA MÊS;INT;072;202312;FALSO;2707
98,02;13/01/2024;25/01/2024;Paguei com atraso - PIX;INT;045;202401;FALSO;2708
85,87;23/01/2024;25/01/2024;Itamar pagou;INT;071;202401;FALSO;2709
54,93;18/01/2024;18/01/2024;Não atingiu o mínimo;INT;073;202401;FALSO;2710
74,66;01/02/2024;04/02/2024;Paguei manualmente no Inter - Atraso;INT;070;202402;VERDADEIRO;2711
149,76;05/02/2024;04/02/2024;Pago manualmente no INTER  - PIX;INT;131;202402;VERDADEIRO;2712
1208;30/01/2024;25/01/2024;Mensalidade 1/12;INT;142;202401;VERDADEIRO;2713
316,88;05/02/2024;05/02/2024;Fatura mês - Pago Inter;XP;143;202402;VERDADEIRO;2717
60,99;05/02/2024;05/02/2024;Fatura mês / Seguro Xterra - Pago pelo Inter;INT;144;202402;VERDADEIRO;2718
89,9;10/02/2024;05/02/2024;PAGO - INTER;INT;132;202402;VERDADEIRO;2719
516,44;15/02/2024;05/02/2024;Condomínio + Sabesp - APARTAMENTO -  PAGO;INT;049;202402;VERDADEIRO;2720
403,07;15/02/2024;05/02/2024;Condomínio CASA 52 -  PAGO VIA DDA INTER;INT;038;202402;VERDADEIRO;2721
537,44;15/02/2024;23/06/2024;Pago Itamar - Não debitou na data então paguei em 24/06/24;INT;092;202402;VERDADEIRO;2722
158,62;09/02/2024;09/02/2024;Eletropaulo - R4-CS52 - 100067063086;INT;035;202402;VERDADEIRO;2723
145,74;13/02/2024;04/02/2024;Paguei antecipado - PIX;INT;045;202402;FALSO;2724
238,89;14/02/2024;04/02/2024;IPTU 2024 - PRIMEIRO QUE PAGO NEST CASA;INT;146;202402;VERDADEIRO;2725
-1365;10/02/2024;09/02/2024;19º Aluguel + Sabesp;INT;140;202402;VERDADEIRO;2726
1084,82;20/02/2024;17/02/2024;FEDERAL    - PERIODO DE APURAÇÃO: Janeiro/2024 - PIX;INT;124;202402;FALSO;2727
825,84;20/02/2024;17/02/2024;Janeiro/2024 - Nº Recibo Declaração: 50000206544229;INT;121;202402;FALSO;2728
189;20/02/2024;17/02/2024;HONORARIOS CONTADOR - COMPETENCIA JANEIRO/2024;INT;122;202402;FALSO;2729
260;05/02/2024;17/02/2024;Perua 1/12 - Karoline - 8.ANO;INT;147;202402;VERDADEIRO;2730
72,05;22/02/2024;22/02/2024;Sabesp - R4-CS52 - 0182247090 - Debitou do Inter;INT;036;202402;VERDADEIRO;2731
0;17/01/2024;17/01/2024;42º Aluguel - Controle no Excel;Int;129;202401;VERDADEIRO;2732
0;17/03/2024;17/03/2024;45º Aluguel - Controle no Excel;Int;129;202403;VERDADEIRO;2733
-1300;15/02/2024;22/01/2024;Pix R$ 1.380,00 = 1300+80,00;BRA;135;202402;VERDADEIRO;2734
-80;15/02/2024;20/02/2024;Pix R$ 1.380,00 = 1300+80,00;BRA;098;202402;VERDADEIRO;2735
1740;29/02/2024;25/02/2024;Rec. Material Didático - 1ª/1;INT;142;202402;VERDADEIRO;2736
1208;29/02/2024;25/02/2024;Mensalidade 2/12;INT;142;202402;VERDADEIRO;2737
146,54;05/03/2024;10/03/2024;Pago manualmente no INTER  - PIX;INT;131;202403;VERDADEIRO;2738
189,9;10/03/2024;10/03/2024;Vlr 189,90 p 6 meses = 31,65 por mês - VENC: 10/08/24;BRA;127;202403;VERDADEIRO;2739
5298,48;05/03/2024;05/03/2024;Fatura mês - Quitação Faturas futuras;INT;042;202403;VERDADEIRO;2740
60,99;05/03/2024;05/03/2024;Fatura mês / Seguro Xterra - Pago pelo Inter - FOI CANCELADO;INT;144;202403;VERDADEIRO;2741
310,52;05/03/2024;05/03/2024;Fatura mês - Pago Inter;XP;143;202403;VERDADEIRO;2742
76,89;01/03/2024;01/03/2024;Debitou Inter;INT;046;202403;VERDADEIRO;2743
74,54;01/03/2024;10/03/2024;Paguei manualmente no Inter - Atraso;INT;070;202403;VERDADEIRO;2744
260;05/03/2024;10/03/2024;Perua 2/12 - Karoline - 8.ANO;INT;147;202403;VERDADEIRO;2745
127,19;11/03/2024;11/03/2024;Eletropaulo - R4-CS52 - 100067063086;INT;035;202403;VERDADEIRO;2746
89,9;10/03/2024;10/03/2024;PAGO - INTER;INT;132;202403;VERDADEIRO;2747
403,07;15/03/2024;11/03/2024;Condomínio CASA 52 -  PAGO VIA DDA INTER;INT;038;202403;VERDADEIRO;2748
506,69;15/03/2024;11/03/2024;Condomínio + Sabesp - APARTAMENTO -  PAGO;INT;049;202403;VERDADEIRO;2749
476,79;15/03/2024;10/03/2024;Pago Itamar;INT;092;202403;VERDADEIRO;2750
350,32;05/03/2024;05/03/2024;Seguro Tokyo Prc 1 - Debito Automatico;BRA;102;202403;VERDADEIRO;2751
152,78;19/02/2024;19/02/2024;FATURA MÊS;INT;072;202402;FALSO;2752
154,98;19/03/2024;19/03/2024;FATURA MÊS;INT;072;202403;FALSO;2753
107,03;13/03/2024;10/03/2024;Paguei antecipado - PIX;INT;045;202403;FALSO;2754
117,57;19/02/2024;03/05/2024;Johana pagou;INT;073;202402;FALSO;2755
29,58;23/02/2024;23/02/2024;Não atingiu o mínimo;INT;071;202402;FALSO;2756
1068,64;20/03/2024;17/03/2024;FEDERAL    - PERIODO DE APURAÇÃO: Fevereiro/2024 - PIX;INT;124;202403;FALSO;2757
814,8;20/03/2024;17/03/2024;Fevereiro/2024 - Nº Recibo Declaração: 50000212428555;INT;121;202403;FALSO;2758
2646,66;05/06/2024;10/05/2024;Fatura mês - Parcial;INT;042;202406;VERDADEIRO;2807
-1400;10/05/2024;09/05/2024;22º Aluguel + Sabesp;INT;140;202405;VERDADEIRO;2808
74,07;01/07/2024;07/07/2024;Paguei manualmente no NUBANK;NUB;070;202407;VERDADEIRO;2859
146,54;05/07/2024;07/07/2024;Pago manualmente no NUBANK - PIX;NUB;131;202407;VERDADEIRO;2860
218,79;10/07/2024;10/07/2024;Eletropaulo - R4-CS52 - 100067063086;INT;035;202407;VERDADEIRO;2861
104,94;13/06/2024;07/07/2024;Paguei com atraso - PIX;NUB;045;202406;FALSO;2862
94,76;13/07/2024;07/07/2024;Paguei com atraso - PIX;NUB;045;202407;FALSO;2863
260;05/07/2024;07/07/2024;Perua 6/12 - Karoline - 8.ANO - FIZ SEM QUERER PARA A CONTA ANTIGA;INT;147;202407;VERDADEIRO;2865
814,8;20/07/2024;19/07/2024;Junho/2024 - Nº Recibo Declaração: 50000248201010;NUB;121;202407;FALSO;2866
189;20/07/2024;22/07/2024;HONORARIOS CONTADOR - COMPETENCIA JUNHO/2024;INT;122;202407;FALSO;2867
550,37;22/07/2024;21/07/2024;FEDERAL    - PERIODO DE APURAÇÃO: Junho/2024 - PIX;INT;124;202407;FALSO;2868
1208;30/07/2024;22/07/2024;Mensalidade 7/12;INT;142;202407;VERDADEIRO;2869
216,67;09/08/2024;09/08/2024;Eletropaulo - R4-CS52 - 100067063086;INT;035;202408;VERDADEIRO;2870
21,38;05/08/2024;05/08/2024;Apartamento Vazio - Valor minimo;BRA;088;202408;FALSO;2871
1050;15/08/2024;04/08/2024;Pago no NUBANK;NUB;148;202408;VERDADEIRO;2872
89,9;10/08/2024;05/08/2024;PAGO NUBANK;NUB;132;202408;VERDADEIRO;2873
403,07;15/08/2024;05/08/2024;Condomínio CASA 52 -  PAGO VIA DDA NUB;NUB;038;202408;VERDADEIRO;2874
515,77;15/08/2024;05/08/2024;Condomínio + Sabesp - APARTAMENTO -  PAGO;NUB;049;202408;VERDADEIRO;2875
2882,58;05/08/2024;26/07/2024;Fatura mês - Antecipei;NUB;143;202408;VERDADEIRO;2876
5065,79;05/08/2024;26/07/2024;Fatura mês - Antecipação: 765,00 26/07 + 4300,79 26/07;NUB;042;202408;VERDADEIRO;2877
149,6;05/08/2024;26/07/2024;Pago no cartão XP;XP;131;202408;VERDADEIRO;2878
74,59;01/08/2024;04/08/2024;Paguei manualmente no NUBANK - PIX;NUB;070;202408;VERDADEIRO;2879
-1400;10/08/2024;06/08/2024;25º Aluguel + Sabesp;INT;140;202408;VERDADEIRO;2881
137,47;24/07/2024;24/07/2024;Sabesp - R4-CS52 - 0182247090 - Debitou do Inter;INT;036;202407;VERDADEIRO;2882
77,07;01/08/2024;01/08/2024;Debitou Inter;INT;046;202408;VERDADEIRO;2883
488,07;15/08/2024;05/08/2024;Pago Itamar;NUB;092;202408;VERDADEIRO;2884
101,3;13/08/2024;05/08/2024;;NUB;045;202408;FALSO;2885
85,93;18/07/2024;04/08/2024;Pago PIX;NUB;071;202407;VERDADEIRO;2886
171,53;20/06/2024;20/06/2024;Johana fez acordo;INT;073;202406;FALSO;2887
116,09;20/07/2024;20/07/2024;Johana fez acordo;INT;073;202407;FALSO;2888
0;17/07/2024;17/07/2024;49º Aluguel - Controle no Excel;Int;129;202407;VERDADEIRO;2889
0;17/08/2024;17/08/2024;50º Aluguel - Controle no Excel;Int;129;202408;VERDADEIRO;2890
189;20/08/2024;19/08/2024;HONORARIOS CONTADOR - COMPETENCIA JULHO/2024;INT;122;202408;FALSO;2891
0;20/08/2024;20/08/2024;-;NUB;121;202408;FALSO;2892
0;22/08/2024;22/08/2024;-;INT;124;202408;FALSO;2893
30,25;20/08/2024;20/08/2024;Não atingiu o mínimo;NUB;071;202408;FALSO;2894
89,9;10/09/2024;08/09/2024;PAGO - INTER;INT;132;202409;VERDADEIRO;2895
177,08;20/08/2024;26/08/2024;Itamar pagou;NUB;073;202408;FALSO;2896
76,3;02/09/2024;25/08/2024;Via PIX Nubank;NUB;046;202409;VERDADEIRO;2897
221,43;20/08/2024;25/08/2024;Itamar pagou;NUB;073;202408;FALSO;2898
66,92;01/08/2024;25/08/2024;Prc 6 acordo 0000094506611924;NUB;073;202408;FALSO;2899
44,4;01/07/2024;25/08/2024;Prc 5 acordo 0000094506611924;NUB;073;202407;FALSO;2900
456,93;31/07/2024;25/08/2024;Prc 1  acordo 0000007708993224;NUB;073;202407;FALSO;2901
456,93;31/07/2024;25/08/2024;Prc 1  acordo 0000007708993224;NUB;073;202407;FALSO;2902
76,19;31/07/2024;25/08/2024;Prc 2  acordo 0000007708993224;NUB;073;202407;FALSO;2903
1208;30/08/2024;26/08/2024;Mensalidade 8/12;INT;142;202408;VERDADEIRO;2905
131,83;13/09/2024;13/09/2024;Debitará Debito Automatico;NUB;045;202409;FALSO;2906
177,08;20/08/2024;25/08/2024;ITAMAR PAGOU;;072;202408;FALSO;2907
100,64;23/08/2024;23/08/2024;Sabesp - R4-CS52 - 0182247090 - Debitou do Inter;INT;036;202408;VERDADEIRO;2908
0;17/10/2024;17/10/2024;Imovel vazio;Int;129;202410;VERDADEIRO;2959
79,69;01/11/2024;03/11/2024;Paguei manualmente no NUBANK - PIX;NUB;070;202411;VERDADEIRO;2960
149,66;01/01/2025;22/12/2024;PIX Nubank;NUB;131;202501;VERDADEIRO;3011
2500;05/02/2025;04/02/2025;Pago Inter;NUB;143;202502;VERDADEIRO;3012
100,54;07/10/2024;04/01/2025;Paguei, pois descobri que estava em aberto ao tentar fazer a troca de titularidade da casa do jardim ernestina;;088;202410;VERDADEIRO;3013
778,38;10/01/2025;10/01/2025;IPTU 2025;INT;060;202501;VERDADEIRO;3015
1050;16/01/2025;10/01/2025;Pago NUBANK;NUB;148;202501;VERDADEIRO;3016
1162;06/01/2025;06/01/2025;3º Aluguel:  1.400,00 - 366,00 = 1.034,00 + 125 = 1.162;INT;150;202501;FALSO;3017
440,49;15/01/2025;10/01/2025;Condomínio CASA 52 -  PAGO VIA DDA NUB;NUB;038;202501;VERDADEIRO;3018
529,31;15/01/2025;10/01/2025;Condomínio + Sabesp - APARTAMENTO -  DDA NUB;NUB;049;202501;VERDADEIRO;3019
0;;;;;000;0;VERDADEIRO;3020
578,89;15/01/2025;10/01/2025;NUB;NUB;092;202501;VERDADEIRO;3021
-78000;08/01/2025;08/01/2025;Venda;BRA;136;202501;VERDADEIRO;3022
-200;08/01/2025;08/01/2025;Depositto Livio Vistoria;BRA;136;202501;VERDADEIRO;3023
150;08/01/2025;08/01/2025;Vistoria;BRA;136;202501;VERDADEIRO;3024
3069,443;08/01/2025;08/01/2025;Multa + IPVA 2025;BRA;136;202501;VERDADEIRO;3025
136,7;24/12/2024;24/12/2024;Sabesp - R4-CS52 - 0182247090 - Debitou do Inter;INT;036;202412;VERDADEIRO;3026
136,7;24/11/2024;24/11/2024;Sabesp - R4-CS52 - 0182247090 - Debitou do Inter;INT;036;202411;VERDADEIRO;3027
0;05/01/2025;05/01/2025;Jonata começou a pagar;BRA;088;202501;FALSO;3029
153,96;20/01/2025;12/01/2025;PAGO VIA PIX NUB;NUB;072;202501;VERDADEIRO;3030
78,24;20/01/2025;12/01/2025;itamar pagou via pix qrcode;NUB;073;202501;FALSO;3031
83,03;20/01/2025;12/01/2025;Não atingiu o mínimo;NUB;071;202501;FALSO;3032
0;08/01/2025;08/01/2025;Jhonata;;149;202501;FALSO;3033
90,79;13/12/2024;13/12/2024;ATENÇÃO, POIS CADASTREI DEBITO AUTOMATICO NO INTER;NUB;045;202412;FALSO;3034
73,83;13/01/2025;13/01/2025;Não atingiu o mínimo;NUB;045;202501;FALSO;3035
90,79;13/02/2025;13/02/2025;DA;NUB;045;202502;FALSO;3036
195,66;10/02/2025;21/01/2025;Eletropaulo - R4-CS52 - 100067063086  - ATENTAR-SE, POIS COLOQUEI EM DA NO NUBANK;NUB;035;202502;VERDADEIRO;3037
88,38;23/01/2025;23/01/2025;Sabesp - R4-CS52 - 0182247090 - DA Inter;INT;036;202501;VERDADEIRO;3038
262,77;12/02/2025;08/02/2025;IPTU 2025 - PALMARES - PIX;NUB;146;202502;VERDADEIRO;3040
1277,97;17/02/2025;10/02/2025;IPTU 2025 - GAGO - BOLETO AGENDADO;NUB;153;202502;VERDADEIRO;3041
76,3;29/01/2025;29/01/2025;DA Inter;INT;046;202501;VERDADEIRO;3052
1390;10/02/2025;04/02/2025;Prc 1;NUB;158;202502;VERDADEIRO;3053
1050;16/02/2025;04/02/2025;Pago NUBANK;NUB;148;202502;VERDADEIRO;3054
89,9;10/02/2025;04/02/2025;Pago Nubank;NUB;132;202502;VERDADEIRO;3055
275,99;05/02/2025;04/02/2025;Fatura Futuras - Fechamento Fatura;NUB;042;202502;VERDADEIRO;3056
3631,4;05/02/2025;28/01/2025;Fatura Futuras - Antecipação;NUB;042;202502;VERDADEIRO;3057
0;06/02/2025;06/02/2025;Imovel vazio;INT;150;202502;FALSO;3058
581,49;15/02/2025;10/02/2025;NUB - AGENDADO;NUB;092;202502;VERDADEIRO;3059
530,27;15/02/2025;10/02/2025;Condomínio + Sabesp - APARTAMENTO -  AGENDADO;NUB;049;202502;VERDADEIRO;3060
440,49;15/02/2025;10/02/2025;Condomínio CASA 52 -  PAGO VIA DDA NUB - AGENDADO;NUB;038;202502;VERDADEIRO;3061
150;02/02/2025;08/02/2025;PIX Nubank;NUB;131;202502;VERDADEIRO;3062
78;02/02/2025;08/02/2025;Paguei manualmente no NUBANK - PIX;NUB;070;202502;VERDADEIRO;3063
-1500;10/12/2024;14/12/2024;30º Aluguel + Sabesp - Pagou com Atraso;INT;140;202412;VERDADEIRO;3064
-1500;10/02/2025;17/02/2025;31º Aluguel + Sabesp - Pagou com Atraso;INT;140;202502;VERDADEIRO;3065
0;05/02/2025;05/02/2025;Jonata começou a pagar;BRA;088;202502;FALSO;3066
248,15;10/03/2025;22/03/2025;Eletropaulo - R4-CS52 - 100067063086  - NÃO DEBITOU PAGUEI COM PIX NO NU;NUB;035;202503;VERDADEIRO;3067
136,7;24/02/2025;24/02/2025;Sabesp - R4-CS52 - 0182247090 - DA Inter;INT;036;202502;VERDADEIRO;3068
76,3;05/03/2025;05/03/2025;DA Inter;INT;046;202503;VERDADEIRO;3069
153,96;18/02/2025;23/02/2025;PAGO VIA PIX NUB;NUB;072;202502;VERDADEIRO;3070
88,07;19/02/2025;23/02/2025;Pago PIX;NUB;076;202502;FALSO;3072
28,65;20/05/2025;20/05/2025;Não atingiu o mínimo;NUB;071;202505;FALSO;3186
27,36;20/06/2025;20/06/2025;Não atingiu o mínimo;NUB;071;202506;FALSO;3187
